tax_id,Org_name-new_name,Org_name,GeneID,CurrentID,Status,Symbol,Symbol CAPS,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM,Column1
28377,A,Anolis carolinensis,100561209,0,live,slc24a4,slc24a4,,solute carrier family 24 member 4,"sodium/potassium/calcium exchanger 4|solute carrier family 24 (sodium/potassium/calcium exchanger), member 4",,1,NC_014776.1,11394154,11544970,minus,19,,
28377,A,Anolis carolinensis,100555301,0,live,slc24a5,slc24a5,,solute carrier family 24 member 5,"sodium/potassium/calcium exchanger 5|solute carrier family 24 (sodium/potassium/calcium exchanger), member 5",,Un,,,,,,,
28377,A,Anolis carolinensis,100562098,0,live,slc25a1,slc25a1,,solute carrier family 25 member 1,"tricarboxylate transport protein, mitochondrial|solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1",,Un,,,,,,,
28377,A,Anolis carolinensis,100553900,0,live,slc25a10,slc25a10,,solute carrier family 25 member 10,"mitochondrial dicarboxylate carrier|solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",,2,NC_014777.1,118759078,118775507,minus,11,,
28377,A,Anolis carolinensis,100554396,0,live,slc25a11,slc25a11,,solute carrier family 25 member 11,"mitochondrial 2-oxoglutarate/malate carrier protein|solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11",,Un,,,,,,,
28377,A,Anolis carolinensis,100556466,0,live,slc25a12,slc25a12,,solute carrier family 25 member 12,"calcium-binding mitochondrial carrier protein Aralar1|solute carrier family 25 (aspartate/glutamate carrier), member 12",,Un,,,,,,,
28377,A,Anolis carolinensis,100561177,0,live,slc25a13,slc25a13,,solute carrier family 25 member 13,"calcium-binding mitochondrial carrier protein Aralar2|solute carrier family 25 (aspartate/glutamate carrier), member 13|solute carrier family 25, member 13 (citrin)",,6,NC_014781.1,22834459,22959333,minus,19,,
28377,A,Anolis carolinensis,100562177,0,live,slc25a14,slc25a14,,solute carrier family 25 member 14,"brain mitochondrial carrier protein 1|solute carrier family 25 (mitochondrial carrier, brain), member 14",,Un,,,,,,,
28377,A,Anolis carolinensis,100551983,0,live,slc25a15,slc25a15,,solute carrier family 25 member 15,mitochondrial ornithine transporter 1|solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15,,1,NC_014776.1,132576012,132594164,plus,8,,
28377,A,Anolis carolinensis,100565186,0,live,slc25a16,slc25a16,,solute carrier family 25 member 16,"graves disease carrier protein|solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16",,Un,,,,,,,
28377,A,Anolis carolinensis,100556588,0,live,slc25a17,slc25a17,,solute carrier family 25 member 17,"peroxisomal membrane protein PMP34|solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17",,5,NC_014780.1,25954087,25971244,minus,8,,
28377,A,Anolis carolinensis,100554231,0,live,slc25a18,slc25a18,,solute carrier family 25 member 18,"mitochondrial glutamate carrier 2|solute carrier family 25 (glutamate carrier), member 18",,5,NC_014780.1,13996556,14008976,plus,9,,
28377,A,Anolis carolinensis,100557482,0,live,slc25a19,slc25a19,,solute carrier family 25 member 19,"mitochondrial thiamine pyrophosphate carrier|solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19",,2,NC_014777.1,114619842,114633196,plus,7,,
28377,A,Anolis carolinensis,100560902,0,live,slc25a20,slc25a20,,solute carrier family 25 member 20,"mitochondrial carnitine/acylcarnitine carrier protein|solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",,2,NC_014777.1,187674080,187698961,minus,9,,
28377,A,Anolis carolinensis,100557800,0,live,slc25a21,slc25a21,,solute carrier family 25 member 21,"mitochondrial 2-oxodicarboxylate carrier|solute carrier family 25 (mitochondrial oxoadipate carrier), member 21",,1,NC_014776.1,24880748,25277108,minus,10,,
28377,A,Anolis carolinensis,100564494,0,live,slc25a22,slc25a22,,solute carrier family 25 member 22,"mitochondrial glutamate carrier 1|solute carrier family 25 (mitochondrial carrier: glutamate), member 22",,1,NC_014776.1,73801016,73897372,plus,11,,
8469,H,Chelonia mydas,102932580,0,live,SLC25A23,slc25a23,UY3_05575,solute carrier family 25 member 23,calcium-binding mitochondrial carrier protein SCaMC-3|Calcium-binding mitochondrial carrier protein SCaMC-3,,Un,,,,,,,
28377,A,Anolis carolinensis,100565644,0,live,slc25a24,slc25a24,,solute carrier family 25 member 24,"calcium-binding mitochondrial carrier protein SCaMC-1|solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24",,Un,,,,,,,
103695,B,Pogona vitticeps,110078860,0,live,SLC25A25,slc25a25,,solute carrier family 25 member 25,calcium-binding mitochondrial carrier protein SCaMC-2,,Un,,,,,,,
28377,A,Anolis carolinensis,100567252,0,live,slc25a26,slc25a26,,solute carrier family 25 member 26,"S-adenosylmethionine mitochondrial carrier protein|solute carrier family 25 (S-adenosylmethionine carrier), member 26",,2,NC_014777.1,184563149,184717018,minus,10,,
146911,C,Gekko japonicus,107106281,0,live,SLC25A27,slc25a27,,solute carrier family 25 member 27,mitochondrial uncoupling protein 4,,Un,,,,,,,
28377,A,Anolis carolinensis,100564379,0,live,slc25a28,slc25a28,,solute carrier family 25 member 28,"mitoferrin-2|solute carrier family 25 (mitochondrial iron transporter), member 28",,3,NC_014778.1,38383925,38386747,plus,3,,
28377,A,Anolis carolinensis,100567211,0,live,slc25a29,slc25a29,,solute carrier family 25 member 29,"mitochondrial basic amino acids transporter|solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29",,Un,,,,,,,
28377,A,Anolis carolinensis,100557497,0,live,slc25a3,slc25a3,,solute carrier family 25 member 3,"phosphate carrier protein, mitochondrial|solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3",,5,NC_014780.1,29323258,29333540,minus,9,,
28377,A,Anolis carolinensis,100561663,0,live,slc25a30,slc25a30,,solute carrier family 25 member 30,kidney mitochondrial carrier protein 1,,Un,,,,,,,
28377,A,Anolis carolinensis,100557696,0,live,slc25a31,slc25a31,,solute carrier family 25 member 31,"ADP/ATP translocase 4|solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31",,5,NC_014780.1,136460521,136473549,minus,6,,
28377,A,Anolis carolinensis,100565043,0,live,slc25a32,slc25a32,,solute carrier family 25 member 32,"mitochondrial folate transporter/carrier|solute carrier family 25 (mitochondrial folate carrier), member 32",,4,NC_014779.1,13681486,13694318,plus,8,,
28377,A,Anolis carolinensis,100551968,0,live,slc25a33,slc25a33,,solute carrier family 25 member 33,"solute carrier family 25 member 33|solute carrier family 25 (pyrimidine nucleotide carrier), member 33",,Un,,,,,,,
28377,A,Anolis carolinensis,100556998,0,live,slc25a34,slc25a34,,solute carrier family 25 member 34,solute carrier family 25 member 34,,Un,,,,,,,
28377,A,Anolis carolinensis,100558631,0,live,slc25a35,slc25a35,,solute carrier family 25 member 35,solute carrier family 25 member 35,,Un,,,,,,,
28377,A,Anolis carolinensis,100566324,0,live,slc25a36,slc25a36,,solute carrier family 25 member 36,"solute carrier family 25 member 36|solute carrier family 25 (pyrimidine nucleotide carrier ), member 36",,Un,,,,,,,
28377,A,Anolis carolinensis,100563179,0,live,slc25a37,slc25a37,,solute carrier family 25 member 37,"mitoferrin-1|solute carrier family 25 (mitochondrial iron transporter), member 37",,Un,,,,,,,
28377,A,Anolis carolinensis,100559681,0,live,slc25a38,slc25a38,,solute carrier family 25 member 38,LOW QUALITY PROTEIN: solute carrier family 25 member 38,,Un,,,,,,,
28377,A,Anolis carolinensis,100563736,0,live,slc25a39,slc25a39,,solute carrier family 25 member 39,solute carrier family 25 member 39,,6,NC_014781.1,66899334,66931046,minus,12,,
28377,A,Anolis carolinensis,100563345,0,live,slc25a4,slc25a4,,solute carrier family 25 member 4,"ADP/ATP translocase 1|solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",,5,NC_014780.1,113005710,113017360,minus,4,,
28377,A,Anolis carolinensis,100555862,0,live,slc25a40,slc25a40,,solute carrier family 25 member 40,solute carrier family 25 member 40,,6,NC_014781.1,19394285,19410143,minus,11,,
103695,B,Pogona vitticeps,110072543,0,live,SLC25A42,slc25a42,,solute carrier family 25 member 42,mitochondrial coenzyme A transporter SLC25A42,,Un,,,,,,,
28377,A,Anolis carolinensis,100559368,0,live,slc25a43,slc25a43,,solute carrier family 25 member 43,solute carrier family 25 member 43,,Un,,,,,,,
103695,B,Pogona vitticeps,110091224,0,live,SLC25A44,slc25a44,,solute carrier family 25 member 44,solute carrier family 25 member 44,,Un,,,,,,,
28377,A,Anolis carolinensis,100552953,0,live,slc25a45,slc25a45,,solute carrier family 25 member 45,solute carrier family 25 member 45,,Un,,,,,,,
28377,A,Anolis carolinensis,100557900,0,live,slc25a46,slc25a46,,solute carrier family 25 member 46,solute carrier family 25 member 46,,Un,,,,,,,
28377,A,Anolis carolinensis,100567996,0,live,slc25a47,slc25a47,,solute carrier family 25 member 47,solute carrier family 25 member 47,,Un,,,,,,,
28377,A,Anolis carolinensis,100566178,0,live,slc25a48,slc25a48,,solute carrier family 25 member 48,solute carrier family 25 member 48,,Un,,,,,,,
28377,A,Anolis carolinensis,100558779,0,live,slc25a5,slc25a5,,solute carrier family 25 member 5,"ADP/ATP translocase 2|solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5",,Un,,,,,,,
28377,A,Anolis carolinensis,100556131,0,live,slc25a51,slc25a51,,solute carrier family 25 member 51,solute carrier family 25 member 51,,Un,,,,,,,
28377,A,Anolis carolinensis,100555824,0,live,slc25a53,slc25a53,,solute carrier family 25 member 53,solute carrier family 25 member 53,,Un,,,,,,,
28377,A,Anolis carolinensis,100554158,0,live,slc25a6,slc25a6,,solute carrier family 25 member 6,"ADP/ATP translocase 3|solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6",,3,NC_014778.1,113241438,113251085,minus,4,,
28377,A,Anolis carolinensis,103279447,0,live,slc26a1,slc26a1,,solute carrier family 26 member 1,"sulfate anion transporter 1|solute carrier family 26 (anion exchanger), member 1",,Un,,,,,,,
28377,A,Anolis carolinensis,100566693,0,live,slc26a10,slc26a10,,solute carrier family 26 member 10,solute carrier family 26 member 10,,Un,,,,,,,
28377,A,Anolis carolinensis,100561225,0,live,slc26a11,slc26a11,,solute carrier family 26 member 11,"sodium-independent sulfate anion transporter|solute carrier family 26 (anion exchanger), member 11",,2,NC_014777.1,100530175,100553530,minus,16,,
103695,B,Pogona vitticeps,110072283,0,live,SLC26A2,slc26a2,,solute carrier family 26 member 2,sulfate transporter,,Un,,,,,,,
28377,A,Anolis carolinensis,100561697,0,live,slc26a3,slc26a3,,solute carrier family 26 member 3,"chloride anion exchanger|solute carrier family 26 (anion exchanger), member 3",,5,NC_014780.1,97655541,97684502,minus,20,,
28377,A,Anolis carolinensis,100554358,0,live,slc26a4,slc26a4,,solute carrier family 26 member 4,"pendrin|solute carrier family 26 (anion exchanger), member 4",,5,NC_014780.1,97522323,97558575,minus,21,,
28377,A,Anolis carolinensis,100552593,0,live,slc26a5,slc26a5,,solute carrier family 26 member 5,"prestin|solute carrier family 26 (anion exchanger), member 5",,5,NC_014780.1,95424765,95468878,minus,20,,
28377,A,Anolis carolinensis,107982461,0,live,slc26a6,slc26a6,,solute carrier family 26 member 6,solute carrier family 26 member 6,,2,NC_014777.1,164375565,164409090,plus,22,,
28377,A,Anolis carolinensis,100564184,0,live,slc26a7,slc26a7,,solute carrier family 26 member 7,"anion exchange transporter|solute carrier family 26 (anion exchanger), member 7",,4,NC_014779.1,17364520,17539630,plus,26,,
28377,A,Anolis carolinensis,100558539,0,live,slc26a8,slc26a8,,solute carrier family 26 member 8,"testis anion transporter 1|solute carrier family 26 (anion exchanger), member 8",,4,NC_014779.1,114645023,114667505,minus,14,,
28377,A,Anolis carolinensis,100561508,0,live,slc26a9,slc26a9,,solute carrier family 26 member 9,"solute carrier family 26 member 9|solute carrier family 26 (anion exchanger), member 9",,Un,,,,,,,
28377,A,Anolis carolinensis,100564797,0,live,slc27a1,slc27a1,,solute carrier family 27 member 1,"long-chain fatty acid transport protein 1|solute carrier family 27 (fatty acid transporter), member 1",,Un,,,,,,,
146911,C,Gekko japonicus,107122718,0,live,SLC27A2,slc27a2,,solute carrier family 27 member 2,very long-chain acyl-CoA synthetase,,Un,,,,,,,
103695,B,Pogona vitticeps,110088483,0,live,SLC27A3,slc27a3,,solute carrier family 27 member 3,long-chain fatty acid transport protein 3,,Un,,,,,,,
28377,A,Anolis carolinensis,100553682,0,live,slc27a4,slc27a4,,solute carrier family 27 member 4,"long-chain fatty acid transport protein 4|solute carrier family 27 (fatty acid transporter), member 4",,Un,,,,,,,
28377,A,Anolis carolinensis,100564801,0,live,slc27a5,slc27a5,,solute carrier family 27 member 5,bile acyl-CoA synthetase,,Un,,,,,,,
28377,A,Anolis carolinensis,100555843,0,live,slc27a6,slc27a6,,solute carrier family 27 member 6,"long-chain fatty acid transport protein 6|solute carrier family 27 (fatty acid transporter), member 6",,2,NC_014777.1,30391475,30434158,plus,10,,
8839,K,Anas platyrhynchos,101801200,0,live,SLC28A1,slc28a1,Anapl_01753,solute carrier family 28 member 1,sodium/nucleoside cotransporter 1,,11,NC_040056.1,10837007,10846593,plus,18,,
103944,G,Protobothrops mucrosquamatus,107294065,0,live,SLC28A2,slc28a2,,solute carrier family 28 member 2,sodium/nucleoside cotransporter 2,,Un,,,,,,,
28377,A,Anolis carolinensis,100558261,0,live,slc28a3,slc28a3,,solute carrier family 28 member 3,"solute carrier family 28 member 3|solute carrier family 28 (concentrative nucleoside transporter), member 3",,2,NC_014777.1,42432507,42489502,plus,18,,
28377,A,Anolis carolinensis,100552110,0,live,slc29a1,slc29a1,,solute carrier family 29 member 1 (Augustine blood group),"equilibrative nucleoside transporter 1|solute carrier family 29 (equilibrative nucleoside transporter), member 1",,1,NC_014776.1,227798012,227904941,plus,15,,
103695,B,Pogona vitticeps,110091760,0,live,SLC29A2,slc29a2,,solute carrier family 29 member 2,LOW QUALITY PROTEIN: equilibrative nucleoside transporter 2,,Un,,,,,,,
28377,A,Anolis carolinensis,100558729,0,live,slc29a3,slc29a3,,solute carrier family 29 member 3,"equilibrative nucleoside transporter 3|solute carrier family 29 (equilibrative nucleoside transporter), member 3",,3,NC_014778.1,47873180,47926191,plus,7,,
28377,A,Anolis carolinensis,100556935,0,live,slc29a4,slc29a4,,solute carrier family 29 member 4,"equilibrative nucleoside transporter 4|solute carrier family 29 (equilibrative nucleoside transporter), member 4",,Un,,,,,,,
103695,B,Pogona vitticeps,110072700,0,live,SLC2A1,slc2a1,,solute carrier family 2 member 1,"solute carrier family 2, facilitated glucose transporter member 1",,Un,,,,,,,
28377,A,Anolis carolinensis,100563728,0,live,slc2a10,slc2a10,,solute carrier family 2 member 10,"solute carrier family 2, facilitated glucose transporter member 10|solute carrier family 2 (facilitated glucose transporter), member 10",,4,NC_014779.1,144691047,144711025,plus,5,,
146911,C,Gekko japonicus,107108542,0,live,SLC2A11,slc2a11,,solute carrier family 2 member 11,"solute carrier family 2, facilitated glucose transporter member 11",,Un,,,,,,,
9031,J,Gallus gallus,416935,0,live,SLC2A11L1,slc2a11l1,,solute carrier family 2 member 11-like 1,"solute carrier family 2, facilitated glucose transporter member 11-like|solute carrier family 2, facilitated glucose transporter member 11-like 1",,15,NC_006102.5,8319427,8327320,plus,12,,
9031,J,Gallus gallus,769577,0,live,SLC2A11L4,slc2a11l4,SLC2A11L,solute carrier family 2 member 11-like 4,"solute carrier family 2, facilitated glucose transporter member 11|solute carrier family 2, facilitated glucose transporter member 11-like|solute carrier family 2, facilitated glucose transporter member 11-like 4",,15,NC_006102.5,8357384,8366545,plus,12,,
9031,J,Gallus gallus,416916,0,live,SLC2A11L5,slc2a11l5,,solute carrier family 2 member 11-like 5,"solute carrier family 2, facilitated glucose transporter member 11|solute carrier family 2, facilitated glucose transporter member 11-like 5",,15,NC_006102.5,7982832,7993251,minus,14,,
28377,A,Anolis carolinensis,100552601,0,live,slc2a12,slc2a12,,solute carrier family 2 member 12,"solute carrier family 2, facilitated glucose transporter member 12|solute carrier family 2 (facilitated glucose transporter), member 12",,Un,,,,,,,
28377,A,Anolis carolinensis,100556319,0,live,slc2a13,slc2a13,,solute carrier family 2 member 13,"proton myo-inositol cotransporter|solute carrier family 2 (facilitated glucose transporter), member 13",,5,NC_014780.1,98353845,98522134,plus,13,,
9031,J,Gallus gallus,396517,0,live,SLC2A14,slc2a14,"CEF-GT3, GLUT3, SLC2A3",solute carrier family 2 member 14,"solute carrier family 2, facilitated glucose transporter member 3|GLUT-3|glucose transporter type 3|solute carrier family 2 (facilitated glucose transporter), member 3",,1,NC_006088.5,75548481,75556638,plus,10,,
28377,A,Anolis carolinensis,100553701,0,live,slc2a2,slc2a2,,solute carrier family 2 member 2,"solute carrier family 2, facilitated glucose transporter member 2|solute carrier family 2 (facilitated glucose transporter), member 2",,3,NC_014778.1,7325387,7348714,plus,11,,
38654,I,Alligator sinensis,102372498,0,live,SLC2A3,slc2a3,,solute carrier family 2 member 3,"solute carrier family 2, facilitated glucose transporter member 3",,Un,,,,,,,
