From	To
Q80WG5	Lrrc8a
Q6GLK2	them4
Q5BJC4	zgc:112185
Q91YP6	Elmod3
Q96AH0	NABP1
Q14CX7	NAA25
Q3U5C8	Arhgef16
P59015	vps18
Q96MH7	C5orf34
P56520	HDAC3
P15586	GNS
Q5ZII3	TPRA1
Q5F3E8	TNFAIP1
Q96C24	SYTL4
Q6AZB0	Boc
Q9HD40	SEPSECS
O00429	DNM1L
Q2HJ92	PRKRA
Q5ZK44	FAM172A
O93602	ATF2
Q8NEC7	GSTCD
A5WVU9	triqk
Q9BZQ6	EDEM3
Q3SWZ3	STX4
Q8HY82	CTSS
O00175	CCL24
Q8WWM7	ATXN2L
Q9UN19	DAPP1
Q12908	SLC10A2
Q5R7T5	RNF41
Q96CE8	TM4SF18
P20794	MAK
Q3B8N8	Pes1
Q9JJ74	Ramp1
Q5ZM30	RPRD1A
Q5F477	LDAH
Q5ZLW3	DYM
P46060	RANGAP1
Q5QJC4	DCLRE1A
Q13625	TP53BP2
A6H793	LRRC3
Q53G44	IFI44L
Q8TCE6	DENND10
Q861Y6	NICN1
Q5ZIH2	MON1A
Q8N302	AGGF1
Q15155	NOMO1
Q32LP0	FERMT3
Q92614	MYO18A
Q15916	ZBTB6
Q5E9J6	RNF34
P04839	CYBB
Q96SU4	OSBPL9
A8WGA3	lrfn1l
Q13042	CDC16
Q96GD3	SCMH1
Q5ZLG3	DIEXF
Q3U2S4	Otud5
A0JNA3	IMPDH1
P81133	SIM1
P33992	MCM5
Q5F383	SPPL2B
Q5M7W7	Pars2
Q864W1	CFB
Q5ZJT0	SUPV3L1
Q9H2E6	SEMA6A
Q1LZA4	PIGW
Q91VA6	Poldip2
Q5ZIW2	CNOT10
O43639	NCK2
O43520	ATP8B1
P09487	ALPL
O08653	Tep1
Q6TLI7	ADORA2A
O00204	SULT2B1
Q5R864	DHX40
Q8BHF7	Pgs1
Q8N653	LZTR1
Q8IUC6	TICAM1
Q810U5	Ccdc50
O77735	SCAMP1
Q5RCQ2	CEP68
G3V8Y7	Tepsin
Q8TCT0	CERK
P31483	TIA1
Q4R5P6	DYNC1LI2
Q6ICH7	ASPHD2
Q14CZ7	FASTKD3
Q61136	Prpf4b
B1AS42	Cyb5rl
Q8K2W6	Phf13
Q9BZD7	PRRG3
Q8R1F9	Rpp40
B5KFI0	GET4
Q05195	MXD1
Q5R7T9	MTF2
P56677	St14
Q5R665	CA11
Q6EAS5	GBE1
Q5QJ74	TBCEL
Q9Y5X0	SNX10
A5PKR8	gfm1
O15228	GNPAT
P56213	Gfer
Q04743	EMX2
Q0IHM1	mfsd2a
P27612	Plaa
A5D7H2	STRN3
Q96NI8	ZNF570
O00522	KRIT1
P31512	FMO4
O60238	BNIP3L
P48763	Slc9a2
Q8R4C5	RAMP2
Q3SYV7	ZNF345
Q9JI85	Nucb2
Q61382	Traf4
Q9H7U1	CCSER2
Q9ER31	Entpd6
P21359	NF1
Q3SYW2	C2
Q803V5	mlst8
Q9CXG3	Ppil4
P52826	CRAT
Q05512	Mark2
Q2KIG0	ETFDH
O88286	Wiz
Q8C1D8	Iws1
P41252	IARS1
Q9GZU7	CTDSP1
Q8WXW3	PIBF1
Q9BY10	SLC46A2
Q9UBD5	ORC3
Q0VEJ0	Cep76
Q9NRR4	DROSHA
Q9UHI6	DDX20
M3TYT0	ROCK2
O15118	NPC1
Q0IIY2	wscd1
O14757	CHEK1
Q9WVR8	Men1
Q9HBI5	C3orf14
Q92785	DPF2
Q8BZB2	Ppcdc
Q91YR7	Prpf6
Q96GX1	TCTN2
P20785	COL6A1
P79175	C5AR1
Q9H8H2	DDX31
Q96RT7	TUBGCP6
Q5F413	SMAP2
A9JRM0	fam83h
O88582	Socs2
Q15198	PDGFRL
Q99750	MDFI
Q14697	GANAB
Q6NUK4	REEP3
Q6PIV7	SLC25A34
Q9CQW7	Coa8
Q96DT6	ATG4C
Q640Z9	lrrc14
Q91618	pkmyt1
O94941	UBOX5
Q5FW38	nfil3
Q922K9	Frk
Q9H497	TOR3A
Q6ZWL3	CYP4V2
Q5ZL36	ZFYVE27
A5PK45	COLGALT1
B3F209	BHLHE40
Q5ZHQ2	LGALSL
B2RWS6	Ep300
O14907	TAX1BP3
Q8IUZ0	LRRC49
B3SV56	NR1D1
P61294	Rab6b
P11181	DBT
P08165	FDXR
Q14562	DHX8
Q5F3V3	PDS5A
Q91XU0	Wrnip1
Q9NV29	TMEM100
Q9H5J0	ZBTB3
Q0VCJ6	ZBTB8A
Q8K183	Pdxk
Q5F334	LRRC59
Q96MN5	TCEANC2
P20700	LMNB1
D3ZMK9	Prag1
Q99K90	Tab2
Q5R411	Pacsin1
Q5ZMC9	NDE1
Q6AYS5	Tmem98
Q9H0W8	SMG9
P42292	ALCAM
O75131	CPNE3
Q9NP56	PDE7B
P97878	Exoc5
Q9H9C1	VIPAS39
Q9D786	Haus5
Q99MK8	Grk2
O43167	ZBTB24
Q5ZK82	MPPE1
Q6PI26	SHQ1
Q5R5U3	ZNF271
P84850	D2hgdh
O54910	Nfkbie
O75159	SOCS5
Q68FX5	Snapc2
P09917	ALOX5
O94760	DDAH1
A7E3S5	WDR4
Q9TTK0	CDKL2
Q9H609	ZNF576
Q5M7X9	mul1a
Q7T3C3	cuta
Q659C4	LARP1B
Q8N2Y8	RUSC2
Q9D5S7	Lrguk
Q8BI73	Znf775
Q99LJ2	Abtb1
Q969X2	ST6GALNAC6
Q8N9T8	KRI1
Q6AZB8	harbi1
Q8CHU3	Epn2
Q8JG70	adra2da
Q4R4T9	RANBP3
Q08639	Tfdp1
Q99550	MPHOSPH9
Q9UBH0	IL36RN
Q5RE28	ATG13
Q7TPD1	Fbxo11
Q9UDR5	AASS
E9QAT4	Sec16a
A6X8Z9	Tex55
P40692	MLH1
Q3ZBH9	MCM7
Q8BY35	Fgd2
Q9Y5J1	UTP18
P98160	HSPG2
P10820	Prf1
P59266	Fitm2
Q5T7N3	KANK4
Q93075	TATDN2
Q9BV73	CEP250
Q8N1W1	ARHGEF28
Q9NTM9	CUTC
Q8NER5	ACVR1C
Q95207	IFNAR2
Q5MNU5	SCAP
Q9ESK3	Capn10
Q9ESN2	Trim39
Q8BMQ8	Mon1b
Q9H237	PORCN
Q8BKE9	Ift74
Q5M962	Tmem204
Q6IP59	slc44a2
Q5ZLS8	INTS10
Q28677	SLC12A4
P54274	TERF1
Q08B72	mypop
Q969S8	HDAC10
O43432	EIF4G3
Q8IY84	NIM1K
Q15291	RBBP5
Q8WVV5	BTN2A2
Q14839	CHD4
A6QPU5	DARS2
Q5ZLN8	DDX55
Q9W6S3	MAPKAP1
Q8N554	ZNF276
Q2PZI1	DPY19L1
A4IFA3	GTF2IRD2
P46087	NOP2
P11688	Itga5
O75911	DHRS3
Q9Y691	KCNMB2
O88947	F10
Q5ZIP3	DOHH
Q62101	Prkd1
Q9NZS9	BFAR
B0JZG0	slc23a2
Q5F479	STK11IP
P57772	EEFSEC
Q5EB97	Zcchc10
O14815	CAPN9
Q8N6D5	ANKRD29
Q5FB27	AOX1
Q6P499	NIPAL3
Q96DH6	MSI2
P49642	PRIM1
Q12768	WASHC5
Q96QU6	ACCS
Q90687	PTPN11
O15519	CFLAR
Q5ZK88	PSPC1
Q9H6X5	C19orf44
Q99MH9	Bbs2
P08043	Zfp2
Q9UKW4	VAV3
Q15154	PCM1
Q9Y3B1	PRELID3B
Q7TMM8	Parp16
Q14692	BMS1
Q96M32	AK7
Q6AYA6	Cybc1
Q5ZI03	CIR1
Q5F3X0	LCLAT1
P40189	IL6ST
Q05B56	GTF2H3
P59750	NF2
Q5RB71	MTO1
Q8R409	Hexim1
Q6P4R8	NFRKB
Q5SW45	Mks1
Q8C9B9	Dido1
Q17QQ5	GPR137
Q91WL0	Eps8l3
P56696	KCNQ4
Q92797	SYMPK
Q2HJ19	ABHD17A
P52734	Fgd1
Q96JM3	CHAMP1
Q98925	IRF2
Q9Y606	PUS1
Q8IY22	CMIP
Q9UKJ5	CHIC2
Q8IZD2	KMT2E
A4FV61	ZNF512
Q53EZ4	CEP55
Q00597	FANCC
Q9BZW2	SLC13A1
Q9UBU7	DBF4
O43379	WDR62
Q8TBZ3	WDR20
Q3ZBW7	MTFR1L
Q6DFA6	coq10b-a
Q5ZL16	WDR45B
Q15051	IQCB1
P53804	TTC3
Q8N3X1	FNBP4
Q8NDZ2	SIMC1
Q68FT9	Scly
Q8WVE6	TMEM171
Q8QG60	CRY2
O75127	PTCD1
Q5ZIW7	ATG4A
Q5E9U9	NPRL2
Q10586	DBP
Q8BYM8	Cars2
Q06A37	CHD7
Q9UKT5	FBXO4
P38531	HSF3
P18130	ADRA1A
Q7Z6K3	PTAR1
P46063	RECQL
Q8R216	Sirt4
Q4V7D6	Nif3l1
H1UBN0	Cpne7
Q5ZJX4	RBM38
Q969V5	MUL1
Q3SZY9	MED6
Q9UKF6	CPSF3
Q9NQV7	PRDM9
O76387	C24G6.8
Q923M0	Ppp1r16a
Q58CW5	SERINC2
Q15648	MED1
Q0VG06	FAAP100
A5D9D4	MSTO1
O00443	PIK3C2A
P0CF65	CRBN
Q5F3A2	CHMP2B
Q9DBA6	Tysnd1
Q2TB18	ASTE1
Q9HBW0	LPAR2
Q5R633	ZBTB48
O14639	ABLIM1
Q28635	SGCB
Q8TB37	NUBPL
P87362	BLMH
P25116	F2R
Q5ZJV7	SINHCAF
Q1LZB9	FSTL3
Q91447	MAP2K1
Q96PM5	RCHY1
Q8TEQ6	GEMIN5
Q5RF24	WDR13
Q95LJ0	PIM1
Q5ZL34	CPSF6
Q6IMM1	DNAJC27
Q7ZTL7	bcs1l
Q9CR30	Josd2
Q9H7X2	C1orf115
Q2T9W9	CAAP1
Q9H1C4	UNC93B1
Q8VHQ4	Rab40c
Q5RCY3	EMP1
Q3ZBI6	FHL3
Q9H2A2	ALDH8A1
Q6GN21	nr2c1-a
Q16706	MAN2A1
Q9NZ52	GGA3
Q58DN3	TSPAN17
Q6Y7W8	Gigyf2
Q5ZHN3	WIPI2
Q9UKT7	FBXL3
A0JM95	rasgef1a
Q58CR4	DOLK
Q15811	ITSN1
P42768	WAS
Q6PD03	Ppp2r5a
Q3UIR3	Dtx3l
Q2T9V5	TRMT6
P57768	SNX16
P52292	KPNA2
Q5ZL79	NOL11
Q96DM3	RMC1
Q2PKF4	GNAQ
O95817	BAG3
Q0P5N5	GRPEL2
Q9BVK2	ALG8
O19015	GLB1
Q9NXH9	TRMT1
A1A5Y5	ttc39a
Q0P570	MVD
P08487	PLCG1
Q9JIX8	Acin1
Q9BRP7	FDXACB1
A2AQH4	Bcorl1
Q9H8E8	KAT14
Q9ESM6	Gdpd2
Q6P5E6	Gga2
Q8IZV2	CMTM8
Q9D777	Tnfsf13
Q5ZJV4	MCMBP
Q91XD6	Vps36
E1C656	HACE1
Q68CP4	HGSNAT
Q8BH31	Mfsd8
Q6ZQ12	Ninl
Q3SYS8	IL22RA1
Q5PZ43	xirp1
O57415	RREB1
Q99571	P2RX4
Q6IR41	C1qtnf6
Q56A55	abcb8
Q99PI4	Lpin3
Q9C0E8	LNPK
P11413	G6PD
O08688	Capn5
A2VDM0	TIFA
Q2HJ89	FKBP10
